#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1150000-1200000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1200000-1250000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23450000-23500000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	24300000-24350000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	900000-950000	8.57406203333881
euchromatin	centromere_Y	Y_Contig26	3R_28	0-50000	8.57406203333881
centromere	centromere_Y	Y_Contig26	3R_5	0-50000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1700000-1750000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2750000-2800000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	300000-350000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	450000-500000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1600000-1650000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	350000-400000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	400000-450000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	450000-500000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	50000-100000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	650000-700000	8.57406203333881
euchromatin	centromere_Y	Y_Contig26	4_2	200000-250000	8.57406203333881
euchromatin	centromere_Y	Y_Contig26	4_2	650000-700000	8.57406203333881
euchromatin	centromere_Y	Y_Contig26	4_2	900000-950000	8.57406203333881
euchromatin	centromere_Y	Y_Contig26	X_1	100000-150000	8.57406203333881
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X3X4_6_D1712_2	0-50000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	250000-300000	8.57406203333881
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	500000-550000	8.57406203333881
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	750000-800000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	350000-400000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	400000-450000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	0-50000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2400000-2450000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2500000-2550000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	750000-800000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold6	0-50000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1200000-1250000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1400000-1450000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	900000-950000	8.57406203333881
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig97	0-34309	8.330236024890274
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_9	0-35571	8.034693086445712
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig23	150000-189747	7.190531808135466
euchromatin	centromere_Y	Y_Contig26	2L_2	1250000-1300000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	2L_2	200000-250000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	2L_2	50000-100000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	2L_2	800000-850000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	2L_2	850000-900000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	2L_2	950000-1000000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	200000-250000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	600000-650000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_19	50000-100000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1300000-1350000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	250000-300000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1250000-1300000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	600000-650000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	850000-900000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	3L_1	22700000-22750000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23050000-23100000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	24350000-24400000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	650000-700000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	3R_28	1250000-1300000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1150000-1200000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1600000-1650000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	2550000-2600000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	500000-550000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1400000-1450000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1550000-1600000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	200000-250000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	4_2	1000000-1050000	7.145051694449009
euchromatin	centromere_Y	Y_Contig26	4_2	300000-350000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig135	300000-350000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig135	350000-400000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	X_10	0-50000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig104	0-50000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	100000-150000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	150000-200000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig23	100000-150000	7.145051694449009
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	350000-400000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig28	0-50000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	250000-300000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	550000-600000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	250000-300000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	300000-350000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1300000-1350000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2100000-2150000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2250000-2300000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2600000-2650000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2750000-2800000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2900000-2950000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	700000-750000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold5	350000-400000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1050000-1100000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1650000-1700000	7.145051694449009
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1800000-1850000	7.145051694449009
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	1300000-1333836	6.33501450624986
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	750000-784897	6.142406247914442
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig44	0-35218	6.0864203201053515
euchromatin	centromere_Y	Y_Contig26	2L_1	11350000-11400000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	14650000-14700000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	16150000-16200000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	19450000-19500000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	19800000-19850000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	20100000-20150000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	20400000-20450000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	20850000-20900000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	21000000-21050000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	21050000-21100000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_1	21100000-21150000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2L_2	100000-150000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2L_2	1900000-1950000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	450000-500000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	150000-200000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	300000-350000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	100000-150000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1050000-1100000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1200000-1250000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1450000-1500000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	1650000-1700000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	400000-450000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	850000-900000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2R_21	19100000-19150000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	2R_21	4700000-4750000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	550000-600000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	350000-400000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	500000-550000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_10	800000-850000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	12100000-12150000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	14000000-14050000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	14300000-14350000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23000000-23050000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23700000-23750000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	23850000-23900000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	24400000-24450000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_1	24500000-24550000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	3400000-3450000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	7000000-7050000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3L_1	9600000-9650000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	1000000-1050000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	1450000-1500000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3L_4	50000-100000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3R_28	1200000-1250000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3R_28	1600000-1650000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	3R_28	17650000-17700000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1050000-1100000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	1450000-1500000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold1	50000-100000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	1350000-1400000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3_scaffold2	700000-750000	5.716041355559208
euchromatin	centromere_Y	Y_Contig26	4_2	450000-500000	5.716041355559208
inter-distal_heterochromatin	centromere_Y	Y_Contig26	Contig101	0-50000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig104	150000-200000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig104	250000-300000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig140	50000-100000	5.716041355559208
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	200000-250000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig22	0-50000	5.716041355559208
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	250000-300000	5.716041355559208
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	450000-500000	5.716041355559208
proximal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig2	550000-600000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	0-50000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig6	100000-150000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1050000-1100000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1650000-1700000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	1700000-1750000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2350000-2400000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2550000-2600000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold4	2850000-2900000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold5	200000-250000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold5	50000-100000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold6	300000-350000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1700000-1750000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	1950000-2000000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	350000-400000	5.716041355559208
distal_heterochromatin	centromere_Y	Y_Contig26	Y_scaffold7	500000-550000	5.716041355559208
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	3Cen_36_D1605_1	0-27124	5.268435108722172
distal_heterochromatin	centromere_Y	Y_Contig26	Y_Contig4	600000-644356	4.832526621730325
inter-distal_heterochromatin	centromere_Y	Y_Contig26	3Cen_31_D1643_D1653_D1791_1	0-30458	4.691740557127198
inter-proximal_heterochromatin	centromere_Y	Y_Contig26	tig00022795	0-30745	4.647943857179385
euchromatin	centromere_Y	Y_Contig26	2L_1	11300000-11350000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	11900000-11950000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	1250000-1300000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	13100000-13150000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	13650000-13700000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	200000-250000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	20950000-21000000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	3950000-4000000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	5200000-5250000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	550000-600000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	6000000-6050000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	600000-650000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	6200000-6250000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_1	8850000-8900000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_2	0-50000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_2	1350000-1400000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_2	550000-600000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_2	600000-650000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2L_2	900000-950000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	400000-450000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_16	600000-650000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	100000-150000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_18	250000-300000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	50000-100000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	800000-850000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	900000-950000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_20	950000-1000000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	12450000-12500000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	1250000-1300000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	13950000-14000000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	18450000-18500000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	2400000-2450000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	2850000-2900000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	2950000-3000000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	3150000-3200000	4.287031016669405
euchromatin	centromere_Y	Y_Contig26	2R_21	3650000-3700000	4.287031016669405
inter-distal_heterochromatin	centromere_Y	Y_Contig26	2R_21	400000-450000	4.287031016669405
